date,year,month,day,event_text,category,source_pages
1114-11-29,1114,11,29,"A large earthquake damages the areas of the Crusaders in the Middle East. Antioch, Mamistra, Marash and Edessa are hit by the shocks.",standard,1114_Marash_earthquake; Middle_East; Antioch; Mopsuestia; Kahramanmaraş; Edessa; November_29
1118-06-11,1118,6,11,"Roger of Salerno, Prince of Antioch, captures Azaz from the Seljuk Turks.",standard,Roger_of_Salerno; Principality_of_Antioch; Azaz; Seljuk_dynasty
1118-12-18,1118,12,18,The city of Zaragoza is conquered by king Alfonso I of Aragon from the Almoravid.,standard,Zaragoza; Alfonso_the_Battler; Almoravid_dynasty; December_18
1120-01-16,1120,1,16,"Crusades: The Council of Nablus is held, establishing the earliest surviving written laws of the Crusader Kingdom of Jerusalem.",standard,Crusades; Council_of_Nablus; Kingdom_of_Jerusalem; January_16
1120-05-27,1120,5,27,Richard III of Capua is anointed as Prince two weeks before his untimely death.,standard,Richard_III_of_Capua; List_of_princes_of_Capua
1120-07-04,1120,7,4,Jordan II of Capua is anointed as prince after his infant nephew's death.,standard,Jordan_II_of_Capua
1120-11-25,1120,11,25,"The White Ship sinks in the English Channel, drowning William Adelin, son and heir of Henry I of England.",standard,White_Ship_disaster; English_Channel; William_Adelin; Henry_I_of_England; November_25
1121-08-12,1121,8,12,Battle of Didgori: The Georgian army under King David IV wins a decisive victory over the famous Seljuk commander Ilghazi.,standard,Battle_of_Didgori; Georgia_(country); David_IV; Seljuk_dynasty; Ilghazi
1122-09-23,1122,9,23,Pope Callixtus II and Holy Roman Emperor Henry V agree to the Concordat of Worms to put an end to the Investiture Controversy.,standard,"Pope_Callixtus_II; Henry_V,_Holy_Roman_Emperor; Concordat_of_Worms; Investiture_Controversy; September_23"
1124-07-07,1124,7,7,The city of Tyre falls to the Venetian Crusade after a siege of nineteen weeks.,standard,"Tyre,_Lebanon; Venetian_Crusade"
1124-12-21,1124,12,21,"Pope Honorius II is consecrated, having been elected after the controversial dethroning of Pope Celestine II.",standard,Pope_Honorius_II; December_21
1126-01-18,1126,1,18,Emperor Huizong abdicates the Chinese throne in favour of his son Emperor Qinzong.,standard,Emperor_Huizong_of_Song; Emperor_Qinzong; January_18
1126-03-08,1126,3,8,"Following the death of his mother, queen Urraca of León, Alfonso VII is proclaimed king of León.",standard,Urraca_of_León_and_Castile; Alfonso_VII_of_León_and_Castile; Kingdom_of_León; March_8
1127-01-09,1127,1,9,"Jin–Song Wars: Invading Jurchen soldiers from the Jin dynasty besiege and sack Bianjing (Kaifeng), the capital of the Song dynasty of China, and abduct Emperor Qinzong of Song and others, ending the Northern Song period.",standard,Jin–Song_wars; Jurchen_people; Jin_dynasty_(1115–1234); Jingkang_incident; Kaifeng; Song_dynasty; Emperor_Qinzong; January_9
1128-06-24,1128,6,24,"Battle of São Mamede, near Guimarães: Forces led by Afonso I defeat forces led by his mother Teresa of León and her lover Fernando Pérez de Traba.",standard,"Battle_of_São_Mamede; Guimarães; Afonso_I_of_Portugal; Theresa,_Countess_of_Portugal; Fernando_Pérez_de_Traba; June_24"
1130-02-14,1130,2,14,The troubled 1130 papal election exposes a rift within the College of Cardinals.,standard,1130_papal_election; College_of_Cardinals
1130-12-25,1130,12,25,Count Roger II of Sicily is crowned the first king of Sicily.,standard,Roger_II_of_Sicily; Kingdom_of_Sicily; December_25
1132-07-24,1132,7,24,Battle of Nocera between Ranulf II of Alife and Roger II of Sicily.,standard,Battle_of_Nocera; Ranulf_II_of_Alife; Roger_II_of_Sicily
1134-04-25,1134,4,25,The name Zagreb was mentioned for the first time in the Felician Charter relating to the establishment of the Zagreb Bishopric around 1094.,standard,Zagreb
1135-05-26,1135,5,26,Alfonso VII of León and Castile is crowned in León Cathedral as Imperator totius Hispaniae (Emperor of all of Spain).,standard,Alfonso_VII_of_León_and_Castile; León_Cathedral; Imperator_totius_Hispaniae; May_26
1135-12-22,1135,12,22,"Three weeks after the death of King Henry I of England, Stephen of Blois claims the throne and is privately crowned King of England, beginning the English Anarchy.",standard,"Henry_I_of_England; Stephen,_King_of_England; Monarchy_of_the_United_Kingdom; The_Anarchy; December_22"
1137-07-25,1137,7,25,"Eleanor of Aquitaine marries Prince Louis, later King Louis VII of France, at the Cathedral of Saint-André in Bordeaux.",standard,Eleanor_of_Aquitaine; Louis_VII_of_France; Bordeaux_Cathedral
1137-10-30,1137,10,30,"Ranulf of Apulia defeats Roger II of Sicily at the Battle of Rignano, securing his position as duke until his death two years later.",standard,Ranulf_II_of_Alife; Roger_II_of_Sicily; Battle_of_Rignano
1138-03-07,1138,3,7,Konrad III von Hohenstaufen was elected king of Germany at Coblenz in the presence of the papal legate Theodwin.,standard,Conrad_III_of_Germany; Theodwin_of_Santa_Rufina; March_7
1138-08-22,1138,8,22,Battle of the Standard between Scotland and England.,standard,Battle_of_the_Standard; August_22
1138-10-11,1138,10,11,A massive earthquake strikes Aleppo; it is one of the most destructive earthquakes ever.,standard,1138_Aleppo_earthquake; Aleppo; October_11
1138-11-05,1138,11,5,"Lý Anh Tông is enthroned as emperor of Vietnam at the age of two, beginning a 37-year reign.",standard,Lý_Anh_Tông; Vietnam
1139-04-08,1139,4,8,"Roger II of Sicily is excommunicated by Innocent II for supporting Anacletus II as pope for seven years, even though Roger had already publicly recognized Innocent's claim to the papacy.",standard,Roger_II_of_Sicily; Pope_Innocent_II; Antipope_Anacletus_II; Pope; April_8
1139-07-25,1139,7,25,"Battle of Ourique: The Almoravids, led by Ali ibn Yusuf, are defeated by Prince Afonso Henriques who is proclaimed King of Portugal.",standard,Battle_of_Ourique; Almoravid_dynasty; Ali_ibn_Yusuf; Afonso_I_of_Portugal
1139-09-30,1139,9,30,"A magnitude 7.7 earthquake strikes the Caucasus mountains in the Seljuk Empire, causing mass destruction and killing up to 300,000 people.",standard,1139_Ganja_earthquake; Caucasus; Seljuk_Empire; September_30
1140-06-03,1140,6,3,The French scholar Peter Abelard is found guilty of heresy.,standard,Peter_Abelard; Heresy_in_Christianity; June_3
1140-08-21,1140,8,21,Song dynasty general Yue Fei defeats an army led by Jin dynasty general Wuzhu at the Battle of Yancheng during the Jin–Song Wars.,standard,Song_dynasty; Yue_Fei; Jin_dynasty_(1115–1234); Wuzhu; Battle_of_Yancheng; Jin–Song_wars
1140-12-21,1140,12,21,"After a siege of several weeks, the city of Weinsberg and its castle surrender to Conrad III of Germany.",standard,Siege_of_Weinsberg; Conrad_III_of_Germany; December_21
1141-04-07,1141,4,7,"Empress Matilda becomes the first female ruler of England, adopting the title ""Lady of the English"".",standard,Empress_Matilda; April_7
1141-09-09,1141,9,9,"Yelü Dashi, the Liao dynasty general who founded the Qara Khitai, defeats the Seljuq and Kara-Khanid forces at the Battle of Qatwan.",standard,Yelü_Dashi; Liao_dynasty; Qara_Khitai; Seljuk_Empire; Kara-Khanid_Khanate; Battle_of_Qatwan
1141-11-01,1141,11,1,Empress Matilda's reign as 'Lady of the English' ends with Stephen of Blois regaining the title of 'King of England'.,standard,"Empress_Matilda; Stephen,_King_of_England; Kingdom_of_England"
1142-10-11,1142,10,11,A peace treaty ends the Jin–Song wars.,standard,Treaty_of_Shaoxing; Jin–Song_wars
1143-10-05,1143,10,5,"With the signing of the Treaty of Zamora, King Alfonso VII of León and Castile recognises Portugal as a Kingdom.",standard,Treaty_of_Zamora; Alfonso_VII_of_León_and_Castile; October_5
1144-02-11,1144,2,11,"Robert of Chester completes his translation from Arabic to Latin of the Liber de compositione alchemiae, marking the birth of Western alchemy.",standard,Robert_of_Chester; Arabic; Latin; Liber_de_compositione_alchemiae; Alchemy; February_11
1144-12-24,1144,12,24,"The capital of the crusader County of Edessa falls to Imad ad-Din Zengi, the atabeg of Mosul and Aleppo.",standard,Crusades; County_of_Edessa; Siege_of_Edessa_(1144); Imad_al-Din_Zengi; Atabeg; Mosul; Aleppo; December_24
1145-09-01,1145,9,1,"The main altar of Lund Cathedral, at the time the seat of the archiepiscopal see of all the Nordic countries, is consecrated.",standard,Lund_Cathedral; Episcopal_see; Nordic_countries; September_1
1146-03-31,1146,3,31,"Bernard of Clairvaux preaches his famous sermon in a field at Vézelay, urging the necessity of a Second Crusade. Louis VII is present, and joins the Crusade.",standard,Bernard_of_Clairvaux; Vézelay; Second_Crusade; Louis_VII_of_France; March_31
1147-10-25,1147,10,25,Seljuk Turks defeat German crusaders under Conrad III at the Battle of Dorylaeum.,standard,Battle_of_Dorylaeum_(1147)
1147-10-25,1147,10,25,"Reconquista: After a siege of four months, crusader knights conquer Lisbon.",standard,Siege_of_Lisbon
1148-07-24,1148,7,24,Louis VII of France lays siege to Damascus during the Second Crusade.,standard,Louis_VII_of_France; Siege_of_Damascus_(1148); Second_Crusade
1148-07-29,1148,7,29,The Siege of Damascus ends in a decisive crusader defeat and leads to the disintegration of the Second Crusade.,standard,Siege_of_Damascus_(1148); Second_Crusade
1149-06-29,1149,6,29,Raymond of Poitiers is defeated and killed at the Battle of Inab by Nur ad-Din Zangi.,standard,Raymond_of_Poitiers; Battle_of_Inab; Nur_al-Din_Zengi
1149-07-15,1149,7,15,The reconstructed Church of the Holy Sepulchre is consecrated in Jerusalem.,standard,Church_of_the_Holy_Sepulchre; Jerusalem
1152-03-04,1152,3,4,Frederick I Barbarossa is elected King of Germany.,standard,Frederick_Barbarossa; List_of_monarchs_of_Germany
1152-03-21,1152,3,21,Annulment of the marriage of King Louis VII of France and Queen Eleanor of Aquitaine.,standard,Louis_VII_of_France; Eleanor_of_Aquitaine
1152-05-18,1152,5,18,"The future Henry II of England marries Eleanor of Aquitaine. He would become king two years later, after the death of his cousin once removed King Stephen of England.",standard,"Henry_II_of_England; Eleanor_of_Aquitaine; Stephen,_King_of_England"
1153-05-27,1153,5,27,Malcolm IV becomes King of Scotland.,standard,Malcolm_IV_of_Scotland
1153-08-19,1153,8,19,"Baldwin III of Jerusalem takes control of the Kingdom of Jerusalem from his mother Melisende, and also captures Ascalon.",standard,"Baldwin_III_of_Jerusalem; Kingdom_of_Jerusalem; Melisende,_Queen_of_Jerusalem; Siege_of_Ascalon"
1153-08-22,1153,8,22,"Crusader–Fatimid wars: The fortress of Ascalon was surrendered by Fatimid Egypt to an army of crusaders, Templars, and Hospitallers led by King Baldwin III of Jerusalem.",standard,Military_history_of_the_Crusader_states; Ascalon; Siege_of_Ascalon; Fatimid_Caliphate; Kingdom_of_Jerusalem; Knights_Templar; Knights_Hospitaller; Baldwin_III_of_Jerusalem; August_22
1154-12-19,1154,12,19,Henry II of England is crowned at Westminster Abbey.,standard,Henry_II_of_England; Westminster_Abbey; December_19
1156-01-20,1156,1,20,"Finnish peasant Lalli kills English clergyman Henry, the Bishop of Turku, on the ice of Lake Köyliö.",standard,Lalli; Henry_(bishop_of_Finland); Archdiocese_of_Turku; Köyliönjärvi; January_20
1157-06-11,1157,6,11,"Albert I of Brandenburg, also called The Bear (Ger: Albrecht der Bär), becomes the founder of the Margraviate of Brandenburg, Germany and the first margrave.",standard,Albert_the_Bear; Margrave; Brandenburg
1157-10-23,1157,10,23,The Battle of Grathe Heath ends the Danish Civil War.,standard,Battle_of_Grathe_Heath; Danish_Civil_Wars
1158-01-11,1158,1,11,"Vladislaus II, Duke of Bohemia becomes King of Bohemia.",standard,"Vladislaus_II,_Duke_and_King_of_Bohemia; Kingdom_of_Bohemia; January_11"
1158-03-12,1158,3,12,German city Munich (München) is first mentioned as forum apud Munichen in the Augsburg arbitration by Holy Roman Emperor Friedrich I.,standard,Augsburg_Decision; Frederick_Barbarossa; March_12
1158-06-14,1158,6,14,The city of Munich is founded by Henry the Lion on the banks of the river Isar.,standard,Munich; Henry_the_Lion; Isar; June_14
1159-09-07,1159,9,7,"Cardinal Rolando Bandinelli is elected Pope Alexander III, prompting the election of Cardinal Octaviano Monticelli as Antipope Victor IV the same day.",standard,Pope_Alexander_III; Antipope; Antipope_Victor_IV_(1159–1164); September_7
1160-11-13,1160,11,13,Louis VII of France marries Adela of Champagne.,standard,Louis_VII_of_France; Adela_of_Champagne; November_13
1161-11-26,1161,11,26,Battle of Caishi: A Song dynasty fleet fights a naval engagement with Jin dynasty ships on the Yangtze river during the Jin–Song Wars.,standard,Battle_of_Caishi; Song_dynasty; Jin_dynasty_(1115–1234); Yangtze; Jin–Song_wars
1161-12-15,1161,12,15,"Jin–Song wars: Military officers conspire against the emperor Wanyan Liang of the Jin dynasty after a military defeat at the Battle of Caishi, and assassinate the emperor at his camp.",standard,Jin–Song_wars; Wanyan_Liang; Jin_dynasty_(1115–1234); Battle_of_Caishi; December_15
1164-08-12,1164,8,12,Battle of Harim: Nur ad-Din Zangi defeats the Crusader armies of the County of Tripoli and the Principality of Antioch.,standard,Battle_of_Harim; Nur_al-Din_Zengi; Crusades; County_of_Tripoli; Principality_of_Antioch; August_12
1166-10-18,1166,10,18,"Michael the Syrian, one of the most important Syriac historians, is consecrated as Syriac Orthodox Patriarch at the Mor Bar Sauma Monastery.",standard,Michael_the_Syrian; Syriac_Orthodox_Patriarch_of_Antioch_and_All_the_East; Mor_Bar_Sauma_Monastery; October_18
1167-05-29,1167,5,29,Battle of Monte Porzio: A Roman army supporting Pope Alexander III is defeated by Christian of Buch and Rainald of Dassel.,standard,Battle_of_Monte_Porzio; Commune_of_Rome; Pope_Alexander_III; Christian_I_(archbishop_of_Mainz); Rainald_of_Dassel
1167-07-08,1167,7,8,"The Byzantines defeat the Hungarian army decisively at Sirmium, forcing the Hungarians to sue for peace.",standard,Battle_of_Sirmium; July_8
1167-12-15,1167,12,15,Sicilian Chancellor Stephen du Perche moves the royal court to Messina to prevent a rebellion.,standard,Kingdom_of_Sicily; Chancellor; Stephen_du_Perche; Messina
1169-02-04,1169,2,4,"A strong earthquake strikes the Ionian coast of Sicily, causing tens of thousands of injuries and deaths, especially in Catania.",standard,1169_Sicily_earthquake; Catania; February_4
1169-03-26,1169,3,26,Saladin becomes the emir of Egypt.,standard,Saladin; Emir; Egypt
1169-05-01,1169,5,1,"Norman mercenaries land at Bannow Bay in Leinster, marking the beginning of the Norman invasion of Ireland.",standard,Normans; Bannow; Leinster; Anglo-Norman_invasion_of_Ireland
1169-08-21,1169,8,21,"Battle of the Blacks: Uprising by the black African forces of the Fatimid army, along with a number of Egyptian emirs and commoners, against Saladin.",standard,Battle_of_the_Blacks; Black_people; Saladin; August_21
1170-06-29,1170,6,29,"A major earthquake hits Syria, badly damaging towns such as Hama and Shaizar and structures such as the Krak des Chevaliers and the cathedral of St. Peter in Antioch.",standard,1170_Syria_earthquake; Hama; Shaizar; Krak_des_Chevaliers; Church_of_Cassian; Antioch; June_29
1170-09-21,1170,9,21,Anglo-Norman invasion of Ireland: The Kingdom of Dublin falls to Anglo-Norman invaders.,standard,Anglo-Norman_invasion_of_Ireland; Kingdom_of_Dublin; Anglo-Normans; September_21
1170-12-29,1170,12,29,"Thomas Becket, Archbishop of Canterbury, is assassinated inside Canterbury Cathedral by followers of King Henry II; he subsequently becomes a saint and martyr in the Anglican Communion and the Catholic Church.",standard,Thomas_Becket; Archbishop_of_Canterbury; Canterbury_Cathedral; Henry_II_of_England; Anglican_Communion; Catholic_Church; December_29
1172-08-27,1172,8,27,Henry the Young King and Margaret of France are crowned junior king and queen of England.,standard,"Henry_the_Young_King; Margaret_of_France,_Queen_of_England_and_Hungary"
